player_name,team,year,home_run_rate,label,batting_side,throwing_hand,height,weight,age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,IBB,onbase_plus_slugging,TB,GIDP,HBP,SH,SF
Seung Kyu Park,Samsung Lions,2020,0.00510204081632653,Samsung Lions-2020-Seung Kyu Park,R,R,"5' 10""",171,19,91,196,182,24,47,11,0,1,14,4,5,7,32,0.258,0.297,0.335,0,0.632,61,4,3,4,0
Tyler Saladino,Samsung Lions,2020,0.03680981595092025,Samsung Lions-2020-Tyler Saladino,R,R,"6' 0""",200,30,44,163,132,26,37,8,0,6,27,6,1,23,41,0.28,0.411,0.477,0,0.888,63,3,7,0,1
Jun Suk Song,Samsung Lions,2020,0.02,Samsung Lions-2020-Jun Suk Song,L,L,"5' 9""",171,26,32,50,47,5,13,5,0,1,7,0,0,2,6,0.277,0.32,0.447,0,0.767,21,4,1,0,0
Woo Hyun Yang,Samsung Lions,2020,0.0,Samsung Lions-2020-Woo Hyun Yang,L,R,"5' 8""",180,20,7,24,23,0,3,0,0,0,0,0,0,1,5,0.13,0.167,0.13,0,0.297,3,1,0,0,0
Seung Min Back,Samsung Lions,2021,0.0,Samsung Lions-2021-Seung Min Back,L,L,"6' 0""",171,30,4,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Young Jin Choi,Samsung Lions,2021,0.015873015873015872,Samsung Lions-2021-Young Jin Choi,R,R,"6' 0""",191,33,44,63,57,9,16,1,2,1,6,1,0,5,12,0.281,0.349,0.421,0,0.77,24,1,1,0,0
Han Wool Kang,Samsung Lions,2021,0.0,Samsung Lions-2021-Han Wool Kang,L,R,"5' 11""",145,29,124,258,223,25,58,5,0,0,27,2,2,29,58,0.26,0.341,0.283,0,0.624,63,5,0,3,3
Min-ho Kang,Samsung Lions,2021,0.03896103896103896,Samsung Lions-2021-Min-ho Kang,R,R,"6' 1""",195,35,123,462,406,55,118,22,0,18,67,0,0,45,53,0.291,0.362,0.478,4,0.839,194,18,4,0,7
Do Hwan Kim,Samsung Lions,2021,0.0,Samsung Lions-2021-Do Hwan Kim,R,R,"5' 10""",198,21,25,46,41,1,6,2,0,0,1,0,1,2,20,0.146,0.222,0.195,0,0.417,8,0,2,1,0
Dong-Yub Kim,Samsung Lions,2021,0.019704433497536946,Samsung Lions-2021-Dong-Yub Kim,R,R,"6' 4""",200,30,69,203,185,20,44,9,0,4,24,2,1,10,42,0.238,0.286,0.351,0,0.637,65,2,4,0,4
Eung Min Kim,Samsung Lions,2021,0.0,Samsung Lions-2021-Eung Min Kim,R,R,"5' 10""",198,29,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Ho Jae Kim,Samsung Lions,2021,0.0,Samsung Lions-2021-Ho Jae Kim,R,R,"5' 10""",158,26,87,90,75,9,17,2,0,0,7,0,0,9,14,0.227,0.322,0.253,0,0.575,19,0,2,3,1
Hun Gon Kim,Samsung Lions,2021,0.01098901098901099,Samsung Lions-2021-Hun Gon Kim,R,R,"5' 8""",178,32,118,364,317,38,89,8,2,4,27,5,4,34,46,0.281,0.355,0.357,0,0.711,113,9,5,3,5
Hyeon Joon Kim,Samsung Lions,2021,0.0,Samsung Lions-2021-Hyeon Joon Kim,L,L,"5' 10""",171,18,13,4,4,2,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.5,1,1,0,0,0
Ji Chan Kim,Samsung Lions,2021,0.002976190476190476,Samsung Lions-2021-Ji Chan Kim,L,R,"5' 4""",141,20,120,336,296,50,81,6,0,1,26,23,4,27,31,0.274,0.331,0.304,0,0.635,90,0,0,10,3
Min Su Kim,Samsung Lions,2021,0.034482758620689655,Samsung Lions-2021-Min Su Kim,R,R,"5' 9""",176,30,47,87,76,9,20,5,0,3,13,0,0,6,13,0.263,0.318,0.447,0,0.765,34,2,1,2,2
Sang-soo Kim,Samsung Lions,2021,0.006048387096774193,Samsung Lions-2021-Sang-soo Kim,R,R,"5' 9""",150,31,132,496,429,46,101,17,1,3,42,4,2,52,51,0.235,0.32,0.301,0,0.62,129,14,3,8,4
Seong Yoon Kim,Samsung Lions,2021,0.0,Samsung Lions-2021-Seong Yoon Kim,L,L,"5' 4""",136,22,30,19,18,7,3,0,0,0,2,0,1,0,5,0.167,0.158,0.167,0,0.325,3,0,0,0,1
Sung Pyo Kim,Samsung Lions,2021,0.0,Samsung Lions-2021-Sung Pyo Kim,R,R,"5' 10""",143,27,39,24,18,10,6,0,0,0,1,2,1,5,7,0.333,0.478,0.333,0,0.812,6,0,0,1,0
Ja Wook Koo,Samsung Lions,2021,0.036065573770491806,Samsung Lions-2021-Ja Wook Koo,L,R,"6' 2""",165,28,139,610,543,107,166,30,10,22,88,27,4,48,98,0.306,0.361,0.519,3,0.881,282,9,6,1,12
Jeong Woong Kwon,Samsung Lions,2021,0.0,Samsung Lions-2021-Jeong Woong Kwon,R,R,"5' 10""",194,28,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Hak-Ju Lee,Samsung Lions,2021,0.022988505747126436,Samsung Lions-2021-Hak-Ju Lee,L,R,"6' 2""",195,30,66,174,155,17,32,8,0,4,20,2,2,14,61,0.207,0.277,0.336,0,0.612,52,3,1,4,0
Tae Hun Lee,Samsung Lions,2021,0.0,Samsung Lions-2021-Tae Hun Lee,R,R,"6' 0""",209,26,3,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Won Seok Lee,Samsung Lions,2021,0.01875,Samsung Lions-2021-Won Seok Lee,R,R,"5' 11""",180,34,131,480,399,40,92,19,0,9,59,1,0,60,80,0.231,0.341,0.346,2,0.687,138,11,11,2,8
Jae Il Oh,Samsung Lions,2021,0.05165289256198347,Samsung Lions-2021-Jae Il Oh,L,L,"6' 1""",209,34,120,484,418,64,119,20,0,25,97,1,0,58,106,0.285,0.366,0.512,8,0.878,214,5,0,0,8
Sun Jin Oh,Samsung Lions,2021,0.0,Samsung Lions-2021-Sun Jin Oh,R,R,"5' 10""",176,31,23,46,42,5,9,0,0,0,2,0,0,3,8,0.214,0.283,0.214,0,0.497,9,2,1,0,0
Hae Min Park,Samsung Lions,2021,0.00922509225092251,Samsung Lions-2021-Hae Min Park,L,R,"5' 11""",165,31,127,542,454,78,132,22,1,5,54,36,15,69,82,0.291,0.383,0.377,2,0.759,171,3,3,9,7
Seung Kyu Park,Samsung Lions,2021,0.038461538461538464,Samsung Lions-2021-Seung Kyu Park,R,R,"5' 10""",171,20,59,78,66,13,12,1,0,3,5,1,1,9,9,0.182,0.299,0.333,0,0.632,22,4,2,1,0
José Pirela,Samsung Lions,2021,0.04669887278582931,Samsung Lions-2021-José Pirela,R,R,"6' 0""",220,31,140,621,553,102,158,25,2,29,97,9,6,57,89,0.286,0.359,0.496,2,0.855,274,8,8,0,3
Jun Suk Song,Samsung Lions,2021,0.03636363636363636,Samsung Lions-2021-Jun Suk Song,L,L,"5' 9""",171,27,19,55,51,5,12,2,0,2,4,0,0,3,13,0.235,0.291,0.392,0,0.683,20,1,1,0,0
Ju Hyeong An,Samsung Lions,2022,0.0,Samsung Lions-2022-Ju Hyeong An,L,R,"5' 9""",149,28,18,23,20,2,3,0,0,0,2,0,0,1,6,0.15,0.182,0.15,0,0.332,3,0,0,1,1
Min Sung Cho,Samsung Lions,2022,0.0625,Samsung Lions-2022-Min Sung Cho,R,R,"5' 11""",194,18,12,16,13,3,4,0,0,1,3,1,0,2,7,0.308,0.438,0.539,0,0.976,7,0,1,0,0
Young Jin Choi,Samsung Lions,2022,0.02197802197802198,Samsung Lions-2022-Young Jin Choi,R,R,"6' 0""",191,34,43,91,80,5,15,4,0,2,10,2,2,8,20,0.188,0.278,0.313,0,0.59,25,2,2,1,0
Han Wool Kang,Samsung Lions,2022,0.003968253968253968,Samsung Lions-2022-Han Wool Kang,L,R,"5' 11""",145,30,94,252,226,31,73,12,1,1,26,4,2,20,48,0.323,0.375,0.398,0,0.773,90,2,0,4,2
Min-ho Kang,Samsung Lions,2022,0.02927927927927928,Samsung Lions-2022-Min-ho Kang,R,R,"6' 1""",195,36,130,444,396,38,102,19,1,13,66,0,0,41,58,0.258,0.33,0.409,4,0.739,162,21,3,1,3
Dong Jin Kim,Samsung Lions,2022,0.0,Samsung Lions-2022-Dong Jin Kim,L,R,"6' 0""",185,25,5,4,4,0,1,1,0,0,0,0,0,0,2,0.25,0.25,0.5,0,0.75,2,0,0,0,0
Dong-Yub Kim,Samsung Lions,2022,0.02,Samsung Lions-2022-Dong-Yub Kim,R,R,"6' 4""",200,31,30,100,95,9,21,5,0,2,4,0,3,4,22,0.221,0.25,0.337,0,0.587,32,1,0,0,1
Ho Jae Kim,Samsung Lions,2022,0.0,Samsung Lions-2022-Ho Jae Kim,R,R,"5' 10""",158,27,21,29,28,1,4,1,0,0,1,0,0,1,9,0.143,0.172,0.179,0,0.351,5,1,0,0,0
Hun Gon Kim,Samsung Lions,2022,0.0041841004184100415,Samsung Lions-2022-Hun Gon Kim,R,R,"5' 8""",178,33,80,239,224,18,43,8,0,1,20,3,1,9,22,0.192,0.224,0.241,0,0.465,54,10,1,2,3
Hyeon Joon Kim,Samsung Lions,2022,0.0,Samsung Lions-2022-Hyeon Joon Kim,L,L,"5' 10""",171,19,118,422,363,57,100,19,4,0,22,6,3,45,80,0.276,0.365,0.35,0,0.715,127,1,6,8,0
Jae Hyuk Kim,Samsung Lions,2022,0.0,Samsung Lions-2022-Jae Hyuk Kim,R,R,"5' 11""",187,22,15,39,33,5,8,1,0,0,3,4,0,4,9,0.242,0.333,0.273,0,0.606,9,0,1,0,1
Jae Seong Kim,Samsung Lions,2022,0.016216216216216217,Samsung Lions-2022-Jae Seong Kim,L,R,"6' 0""",187,25,63,185,161,16,54,10,0,3,26,0,0,18,40,0.335,0.402,0.453,0,0.856,73,4,2,1,3
Ji Chan Kim,Samsung Lions,2022,0.0,Samsung Lions-2022-Ji Chan Kim,L,R,"5' 4""",141,21,113,429,361,62,101,7,6,0,25,25,4,45,64,0.28,0.361,0.332,0,0.693,120,2,2,19,2
Sang-soo Kim,Samsung Lions,2022,0.007692307692307693,Samsung Lions-2022-Sang-soo Kim,R,R,"5' 9""",150,32,72,260,235,30,59,11,0,2,29,2,1,18,44,0.251,0.305,0.323,0,0.628,76,6,1,4,2
Seong Yoon Kim,Samsung Lions,2022,0.02040816326530612,Samsung Lions-2022-Seong Yoon Kim,L,L,"5' 4""",136,23,48,49,42,14,8,3,0,1,2,10,2,5,10,0.191,0.292,0.333,0,0.625,14,0,1,1,0
Sung Pyo Kim,Samsung Lions,2022,0.0,Samsung Lions-2022-Sung Pyo Kim,R,R,"5' 10""",143,28,17,18,17,5,2,0,0,0,0,2,0,1,5,0.118,0.167,0.118,0,0.284,2,0,0,0,0
Tae-gun Kim,Samsung Lions,2022,0.00851063829787234,Samsung Lions-2022-Tae-gun Kim,R,R,"5' 10""",158,32,102,235,205,20,61,11,0,2,25,0,0,17,34,0.298,0.358,0.381,0,0.739,78,15,4,6,3
Young Woong Kim,Samsung Lions,2022,0.06666666666666667,Samsung Lions-2022-Young Woong Kim,L,R,"6' 0""",178,18,13,15,15,2,2,0,0,1,1,0,0,0,7,0.133,0.133,0.333,0,0.467,5,0,0,0,0
Min-gyu Kong,Samsung Lions,2022,0.0,Samsung Lions-2022-Min-gyu Kong,L,R,"6' 0""",205,22,15,22,19,0,3,0,0,0,2,0,0,1,10,0.158,0.227,0.158,0,0.385,3,0,1,0,1
Ja Wook Koo,Samsung Lions,2022,0.011312217194570135,Samsung Lions-2022-Ja Wook Koo,L,R,"6' 2""",165,29,99,442,409,69,120,23,3,5,38,11,1,27,84,0.293,0.34,0.401,2,0.741,164,7,3,1,2
Byung Heon Lee,Samsung Lions,2022,0.0,Samsung Lions-2022-Byung Heon Lee,R,R,"5' 10""",191,22,3,4,4,1,3,1,0,0,1,0,0,0,1,0.75,0.75,1.0,0,1.75,4,0,0,0,0
Hae Seung Lee,Samsung Lions,2022,0.0,Samsung Lions-2022-Hae Seung Lee,R,R,"5' 10""",189,21,46,106,99,11,23,3,0,0,5,0,0,1,29,0.232,0.24,0.263,0,0.503,26,1,0,6,0
Jae Hyeon Lee,Samsung Lions,2022,0.029288702928870293,Samsung Lions-2022-Jae Hyeon Lee,R,R,"5' 10""",180,19,75,239,230,23,54,4,0,7,23,0,0,5,44,0.235,0.254,0.344,0,0.598,79,6,1,3,0
Sung Gyu Lee,Samsung Lions,2022,0.0,Samsung Lions-2022-Sung Gyu Lee,R,R,"5' 10""",180,28,13,34,27,5,2,0,0,0,1,0,0,5,8,0.074,0.265,0.074,0,0.339,2,1,2,0,0
Tae Hun Lee,Samsung Lions,2022,0.0,Samsung Lions-2022-Tae Hun Lee,R,R,"6' 0""",209,27,10,18,17,2,3,0,0,0,0,0,0,1,6,0.177,0.222,0.177,0,0.399,3,0,0,0,0
Won Seok Lee,Samsung Lions,2022,0.029850746268656716,Samsung Lions-2022-Won Seok Lee,R,R,"5' 11""",180,35,88,335,288,31,77,13,0,10,60,0,0,33,70,0.267,0.346,0.417,2,0.763,120,7,5,3,6
Jae Il Oh,Samsung Lions,2022,0.03917910447761194,Samsung Lions-2022-Jae Il Oh,L,L,"6' 1""",209,35,135,536,470,57,126,42,0,21,94,2,1,57,133,0.268,0.345,0.492,8,0.837,231,7,2,0,7
Sun Jin Oh,Samsung Lions,2022,0.00980392156862745,Samsung Lions-2022-Sun Jin Oh,R,R,"5' 10""",176,32,100,306,268,30,74,8,0,3,24,2,2,18,51,0.276,0.328,0.34,0,0.667,91,5,3,16,1
Seung Kyu Park,Samsung Lions,2022,0.0,Samsung Lions-2022-Seung Kyu Park,R,R,"5' 10""",171,21,62,83,74,10,16,2,0,0,4,2,0,3,15,0.216,0.244,0.243,0,0.487,18,0,0,5,1
José Pirela,Samsung Lions,2022,0.044444444444444446,Samsung Lions-2022-José Pirela,R,R,"6' 0""",220,32,141,630,561,102,192,33,4,28,109,15,5,55,81,0.342,0.411,0.565,12,0.976,317,19,12,0,2
Jun Suk Song,Samsung Lions,2022,0.0,Samsung Lions-2022-Jun Suk Song,L,L,"5' 9""",171,28,17,32,29,3,4,0,0,0,1,0,0,1,5,0.138,0.194,0.138,0,0.331,4,1,1,1,0
Jeong Bin Yoon,Samsung Lions,2022,0.0,Samsung Lions-2022-Jeong Bin Yoon,L,R,"5' 11""",205,23,13,10,10,1,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Ju Hyeong An,Samsung Lions,2023,0.01098901098901099,Samsung Lions-2023-Ju Hyeong An,L,R,"5' 9""",149,29,53,91,79,12,19,2,0,1,10,0,0,10,20,0.241,0.322,0.304,0,0.626,24,3,0,1,1
Min Sung Cho,Samsung Lions,2023,0.0,Samsung Lions-2023-Min Sung Cho,R,R,"5' 11""",194,19,15,29,29,1,6,2,0,0,5,0,1,0,6,0.207,0.207,0.276,0,0.483,8,1,0,0,0
Han Wool Kang,Samsung Lions,2023,0.0,Samsung Lions-2023-Han Wool Kang,L,R,"5' 11""",145,31,72,240,212,30,46,7,2,0,10,1,3,20,54,0.217,0.282,0.269,1,0.551,57,4,0,6,2
Jun Seo Kang,Samsung Lions,2023,0.0,Samsung Lions-2023-Jun Seo Kang,R,R,"6' 0""",187,22,10,15,14,2,3,1,0,0,0,0,1,1,2,0.214,0.267,0.286,0,0.552,4,0,0,0,0
Min-ho Kang,Samsung Lions,2023,0.03232323232323232,Samsung Lions-2023-Min-ho Kang,R,R,"6' 1""",195,37,125,495,434,60,126,19,0,16,77,6,1,49,65,0.29,0.366,0.445,4,0.811,193,17,6,1,5
Do Hwan Kim,Samsung Lions,2023,0.0,Samsung Lions-2023-Do Hwan Kim,R,R,"5' 10""",198,23,9,8,7,0,1,0,0,0,0,0,0,1,0,0.143,0.25,0.143,0,0.393,1,0,0,0,0
Dong Jin Kim,Samsung Lions,2023,0.0,Samsung Lions-2023-Dong Jin Kim,L,R,"6' 0""",185,26,44,137,122,14,32,7,0,0,8,3,0,9,26,0.262,0.313,0.32,0,0.633,39,4,1,3,2
Dong-Yub Kim,Samsung Lions,2023,0.027472527472527472,Samsung Lions-2023-Dong-Yub Kim,R,R,"6' 4""",200,32,69,182,165,20,42,7,0,5,18,1,1,13,29,0.255,0.313,0.388,0,0.701,64,8,2,0,2
Ho Jae Kim,Samsung Lions,2023,0.0,Samsung Lions-2023-Ho Jae Kim,R,R,"5' 10""",158,28,75,127,116,6,25,7,0,0,9,2,0,6,17,0.216,0.254,0.276,0,0.53,32,4,0,5,0
Hun Gon Kim,Samsung Lions,2023,0.0,Samsung Lions-2023-Hun Gon Kim,R,R,"5' 8""",178,34,6,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Hyeon Joon Kim,Samsung Lions,2023,0.006263048016701462,Samsung Lions-2023-Hyeon Joon Kim,L,L,"5' 10""",171,20,109,479,433,62,119,10,6,3,46,5,5,30,84,0.275,0.327,0.346,0,0.673,150,5,5,8,3
Jae Sang Kim,Samsung Lions,2023,0.045454545454545456,Samsung Lions-2023-Jae Sang Kim,L,R,"5' 10""",178,18,17,22,20,1,3,0,0,1,2,0,0,2,4,0.15,0.227,0.3,0,0.527,6,1,0,0,0
Jae Seong Kim,Samsung Lions,2023,0.008,Samsung Lions-2023-Jae Seong Kim,L,R,"6' 0""",187,26,57,125,99,7,19,3,0,1,7,0,1,19,31,0.192,0.35,0.253,1,0.602,25,4,5,2,0
Ji Chan Kim,Samsung Lions,2023,0.0028169014084507044,Samsung Lions-2023-Ji Chan Kim,L,R,"5' 4""",141,22,99,355,291,59,85,4,2,1,18,13,1,48,36,0.292,0.408,0.33,0,0.738,96,1,9,7,0
Min Su Kim,Samsung Lions,2023,0.0,Samsung Lions-2023-Min Su Kim,R,R,"5' 9""",176,32,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Sang Min Kim,Samsung Lions,2023,0.0,Samsung Lions-2023-Sang Min Kim,L,R,"6' 0""",182,19,8,13,12,3,1,0,0,0,0,0,0,1,3,0.083,0.154,0.083,0,0.237,1,0,0,0,0
Seong Yoon Kim,Samsung Lions,2023,0.007352941176470588,Samsung Lions-2023-Seong Yoon Kim,L,L,"5' 4""",136,24,101,272,245,40,77,4,6,2,28,20,4,14,35,0.314,0.355,0.404,0,0.759,99,2,4,4,5
Tae Hoon Kim,Samsung Lions,2023,0.0,Samsung Lions-2023-Tae Hoon Kim,R,R,"6' 0""",209,27,11,22,21,0,2,1,0,0,1,0,1,0,9,0.095,0.095,0.143,0,0.238,3,1,0,1,0
Tae Hoon Kim,Samsung Lions,2023,0.0,Samsung Lions-2023-Tae Hoon Kim,L,R,"5' 9""",171,27,11,22,21,0,2,1,0,0,1,0,1,0,9,0.095,0.095,0.143,0,0.238,3,1,0,1,0
Young Woong Kim,Samsung Lions,2023,0.019417475728155338,Samsung Lions-2023-Young Woong Kim,L,R,"6' 0""",178,19,55,103,91,11,17,6,0,2,12,1,0,8,28,0.187,0.25,0.319,0,0.569,29,2,0,3,1
Min-gyu Kong,Samsung Lions,2023,0.0,Samsung Lions-2023-Min-gyu Kong,L,R,"6' 0""",205,23,22,33,31,0,6,1,1,0,2,0,0,2,13,0.194,0.242,0.29,0,0.533,9,1,0,0,0
Ja Wook Koo,Samsung Lions,2023,0.021359223300970873,Samsung Lions-2023-Ja Wook Koo,L,R,"6' 2""",165,30,119,515,453,65,152,37,1,11,71,12,4,53,81,0.336,0.407,0.495,2,0.902,224,5,4,2,3
Byung Heon Lee,Samsung Lions,2023,0.0,Samsung Lions-2023-Byung Heon Lee,R,R,"5' 10""",191,23,23,33,28,3,4,0,0,0,2,0,0,3,11,0.143,0.219,0.143,0,0.362,4,0,0,1,1
Hae Seung Lee,Samsung Lions,2023,0.0,Samsung Lions-2023-Hae Seung Lee,R,R,"5' 10""",189,22,9,4,4,0,1,1,0,0,0,0,0,0,1,0.25,0.25,0.5,0,0.75,2,0,0,0,0
Jae Hyeon Lee,Samsung Lions,2023,0.022304832713754646,Samsung Lions-2023-Jae Hyeon Lee,R,R,"5' 10""",180,20,143,538,458,61,114,19,2,12,60,5,4,52,89,0.249,0.33,0.378,0,0.707,173,9,6,16,6
Sang Min Lee,Samsung Lions,2023,0.0,Samsung Lions-2023-Sang Min Lee,L,L,"5' 10""",187,32,23,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Sung Gyu Lee,Samsung Lions,2023,0.006172839506172839,Samsung Lions-2023-Sung Gyu Lee,R,R,"5' 10""",180,29,109,162,145,23,30,10,1,1,18,4,3,8,42,0.207,0.26,0.31,0,0.57,45,4,3,4,2
Tae Hun Lee,Samsung Lions,2023,0.0,Samsung Lions-2023-Tae Hun Lee,R,R,"6' 0""",209,28,12,14,13,1,3,1,0,0,0,0,0,1,7,0.231,0.286,0.308,0,0.593,4,0,0,0,0
Jae Il Oh,Samsung Lions,2023,0.03021978021978022,Samsung Lions-2023-Jae Il Oh,L,L,"6' 1""",209,36,106,364,315,31,64,15,0,11,54,1,0,43,110,0.203,0.302,0.356,1,0.658,112,1,3,0,3
José Pirela,Samsung Lions,2023,0.026446280991735537,Samsung Lions-2023-José Pirela,R,R,"6' 0""",220,33,139,605,557,66,159,28,1,16,80,6,4,42,69,0.286,0.339,0.426,5,0.764,237,20,4,0,2
Seung Min Ryu,Samsung Lions,2023,0.0,Samsung Lions-2023-Seung Min Ryu,L,L,"6' 0""",198,18,24,57,52,5,11,3,0,0,5,0,0,2,19,0.212,0.255,0.269,0,0.524,14,0,1,2,0
Jun Suk Song,Samsung Lions,2023,0.0,Samsung Lions-2023-Jun Suk Song,L,L,"5' 9""",171,29,7,8,8,0,2,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0,0.5,2,0,0,0,0
Jeong Bin Yoon,Samsung Lions,2023,0.023255813953488372,Samsung Lions-2023-Jeong Bin Yoon,L,R,"5' 11""",205,24,28,43,34,5,5,0,0,1,3,1,0,7,12,0.147,0.326,0.235,0,0.561,8,1,2,0,0
Ju Hyeong An,Samsung Lions,2024,0.0,Samsung Lions-2024-Ju Hyeong An,L,R,"5' 9""",149,30,82,166,142,24,31,2,0,0,8,4,2,11,39,0.218,0.279,0.232,0,0.512,33,3,1,12,0
Ruben Cardenas,Samsung Lions,2024,0.08,Samsung Lions-2024-Ruben Cardenas,R,R,"6' 1""",185,26,7,25,24,2,8,2,0,2,5,0,1,1,6,0.333,0.36,0.667,0,1.027,16,1,0,0,0
Lewin Díaz,Samsung Lions,2024,0.059322033898305086,Samsung Lions-2024-Lewin Díaz,L,L,"6' 2""",232,27,29,118,110,14,31,5,0,7,19,0,0,6,25,0.282,0.331,0.518,0,0.849,57,2,2,0,0
Byung-woo Jeon,Samsung Lions,2024,0.0390625,Samsung Lions-2024-Byung-woo Jeon,R,R,"5' 11""",198,31,58,128,111,17,25,5,0,5,14,0,1,14,42,0.225,0.313,0.405,0,0.718,45,3,1,0,2
Han Wool Kang,Samsung Lions,2024,0.0,Samsung Lions-2024-Han Wool Kang,L,R,"5' 11""",145,32,18,25,21,1,2,0,0,0,1,0,0,0,6,0.095,0.091,0.095,0,0.186,2,1,0,3,1
Min-ho Kang,Samsung Lions,2024,0.0420353982300885,Samsung Lions-2024-Min-ho Kang,R,R,"6' 1""",195,38,136,452,403,48,122,19,1,19,77,3,0,35,52,0.303,0.365,0.496,2,0.861,200,17,8,0,6
Do Hwan Kim,Samsung Lions,2024,0.0,Samsung Lions-2024-Do Hwan Kim,R,R,"5' 10""",198,24,1,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Dong Jin Kim,Samsung Lions,2024,0.023809523809523808,Samsung Lions-2024-Dong Jin Kim,L,R,"6' 0""",185,27,30,42,37,5,4,0,0,1,2,0,0,3,10,0.108,0.175,0.189,0,0.364,7,1,0,2,0
Dong-Yub Kim,Samsung Lions,2024,0.0,Samsung Lions-2024-Dong-Yub Kim,R,R,"6' 4""",200,33,8,21,18,1,2,1,0,0,2,0,0,1,5,0.111,0.191,0.167,1,0.357,3,0,1,0,1
Ho Jin Kim,Samsung Lions,2024,0.0,Samsung Lions-2024-Ho Jin Kim,R,R,"6' 0""",185,18,26,32,29,4,2,0,0,0,3,0,0,1,11,0.069,0.125,0.069,0,0.194,2,1,1,0,1
Hun Gon Kim,Samsung Lions,2024,0.028938906752411574,Samsung Lions-2024-Hun Gon Kim,R,R,"5' 8""",178,35,117,311,281,43,85,8,1,9,34,4,2,22,50,0.303,0.358,0.434,0,0.793,122,5,3,4,1
Hyeon Joon Kim,Samsung Lions,2024,0.0,Samsung Lions-2024-Hyeon Joon Kim,L,L,"5' 10""",171,21,79,205,183,23,41,10,1,0,11,2,0,11,49,0.224,0.279,0.29,0,0.568,53,4,4,4,3
Jae Hyuk Kim,Samsung Lions,2024,0.0,Samsung Lions-2024-Jae Hyuk Kim,R,R,"5' 11""",187,24,35,54,49,6,9,2,1,0,6,2,2,3,19,0.184,0.222,0.265,0,0.488,13,2,0,0,2
Jae Sang Kim,Samsung Lions,2024,0.02197802197802198,Samsung Lions-2024-Jae Sang Kim,L,R,"5' 10""",178,19,35,91,84,13,20,4,0,2,12,4,0,5,23,0.238,0.278,0.357,0,0.635,30,0,0,1,1
Jae Seong Kim,Samsung Lions,2024,0.0,Samsung Lions-2024-Jae Seong Kim,L,R,"6' 0""",187,27,10,23,20,3,4,1,0,0,1,0,0,3,5,0.2,0.304,0.25,0,0.554,5,1,0,0,0
Ji Chan Kim,Samsung Lions,2024,0.005607476635514018,Samsung Lions-2024-Ji Chan Kim,L,R,"5' 4""",141,23,135,535,453,102,143,16,3,3,36,42,4,60,40,0.316,0.405,0.384,2,0.79,174,5,9,12,1
Min Su Kim,Samsung Lions,2024,0.125,Samsung Lions-2024-Min Su Kim,R,R,"5' 9""",176,33,9,8,8,1,2,0,0,1,3,0,0,0,1,0.25,0.25,0.625,0,0.875,5,0,0,0,0
Seong Yoon Kim,Samsung Lions,2024,0.0,Samsung Lions-2024-Seong Yoon Kim,L,L,"5' 4""",136,25,32,89,74,15,18,4,0,0,6,3,1,9,16,0.243,0.326,0.297,0,0.623,22,1,1,3,2
Tae Hoon Kim,Samsung Lions,2024,0.0,Samsung Lions-2024-Tae Hoon Kim,R,R,"6' 0""",209,28,12,21,20,2,4,1,0,0,1,0,0,0,3,0.2,0.238,0.25,0,0.488,5,1,1,0,0
Tae Hoon Kim,Samsung Lions,2024,0.0,Samsung Lions-2024-Tae Hoon Kim,L,R,"5' 9""",171,28,12,21,20,2,4,1,0,0,1,0,0,0,3,0.2,0.238,0.25,0,0.488,5,1,1,0,0
Young Woong Kim,Samsung Lions,2024,0.0550098231827112,Samsung Lions-2024-Young Woong Kim,L,R,"6' 0""",178,20,126,509,456,65,115,16,3,28,79,9,2,45,155,0.252,0.321,0.485,0,0.806,221,2,3,1,4
Min-gyu Kong,Samsung Lions,2024,0.058823529411764705,Samsung Lions-2024-Min-gyu Kong,L,R,"6' 0""",205,24,12,17,14,1,1,0,0,1,2,0,0,1,9,0.071,0.235,0.286,0,0.521,4,1,2,0,0
Ja Wook Koo,Samsung Lions,2024,0.058098591549295774,Samsung Lions-2024-Ja Wook Koo,L,R,"6' 2""",165,31,129,568,493,92,169,39,1,33,115,13,4,55,73,0.343,0.417,0.627,4,1.044,309,6,12,2,6
